Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2020.0,11.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,51.0,54.0
2020.0,12.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,108.0,118.0
2021.0,1.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,181.0,189.0
2021.0,2.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,66.0,72.0
2021.0,3.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,27.0,27.0
2021.0,4.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,17.0,17.0
2021.0,5.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,24.0,26.0
2021.0,6.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,11.0,13.0
2021.0,7.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,23.0,27.0
2021.0,8.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,101.0,110.0
2021.0,9.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,132.0,138.0
2021.0,10.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,45.0,48.0
2021.0,11.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,21.0,22.0
2021.0,12.0,By Month,Alabama,Circulatory diseases,Other diseases of the circulatory system,All Ages,26.0,28.0
2020.0,1.0,By Month,Alabama,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,3.0,By Month,Alabama,Sepsis,Sepsis,All Ages,10.0,10.0
2020.0,4.0,By Month,Alabama,Sepsis,Sepsis,All Ages,51.0,51.0
2020.0,5.0,By Month,Alabama,Sepsis,Sepsis,All Ages,54.0,54.0
2020.0,6.0,By Month,Alabama,Sepsis,Sepsis,All Ages,51.0,51.0
2020.0,7.0,By Month,Alabama,Sepsis,Sepsis,All Ages,87.0,87.0
2020.0,8.0,By Month,Alabama,Sepsis,Sepsis,All Ages,112.0,112.0
2020.0,9.0,By Month,Alabama,Sepsis,Sepsis,All Ages,70.0,70.0
2020.0,10.0,By Month,Alabama,Sepsis,Sepsis,All Ages,68.0,68.0
2020.0,11.0,By Month,Alabama,Sepsis,Sepsis,All Ages,89.0,89.0
2020.0,12.0,By Month,Alabama,Sepsis,Sepsis,All Ages,174.0,174.0
2021.0,1.0,By Month,Alabama,Sepsis,Sepsis,All Ages,284.0,285.0
2021.0,2.0,By Month,Alabama,Sepsis,Sepsis,All Ages,139.0,139.0
2021.0,3.0,By Month,Alabama,Sepsis,Sepsis,All Ages,58.0,58.0
2021.0,4.0,By Month,Alabama,Sepsis,Sepsis,All Ages,31.0,31.0
2021.0,5.0,By Month,Alabama,Sepsis,Sepsis,All Ages,25.0,25.0
2021.0,6.0,By Month,Alabama,Sepsis,Sepsis,All Ages,24.0,24.0
2021.0,7.0,By Month,Alabama,Sepsis,Sepsis,All Ages,29.0,29.0
2021.0,8.0,By Month,Alabama,Sepsis,Sepsis,All Ages,153.0,153.0
2021.0,9.0,By Month,Alabama,Sepsis,Sepsis,All Ages,240.0,240.0
2021.0,10.0,By Month,Alabama,Sepsis,Sepsis,All Ages,121.0,121.0
2021.0,11.0,By Month,Alabama,Sepsis,Sepsis,All Ages,47.0,47.0
2021.0,12.0,By Month,Alabama,Sepsis,Sepsis,All Ages,44.0,44.0
2020.0,1.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,4.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,11.0,11.0
2020.0,5.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,12.0
2020.0,6.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,13.0
2020.0,7.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,35.0,40.0
2020.0,8.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,14.0
2020.0,9.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,24.0,26.0
2020.0,10.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,22.0,22.0
2020.0,11.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,25.0,29.0
2020.0,12.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,66.0,70.0
2021.0,1.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,90.0,92.0
2021.0,2.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,39.0,45.0
2021.0,3.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,18.0,24.0
2021.0,4.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,17.0,19.0
2021.0,5.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,15.0,18.0
2021.0,6.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,10.0,12.0
2021.0,7.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,14.0
2021.0,8.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,49.0,55.0
2021.0,9.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,42.0,47.0
2021.0,10.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,39.0,44.0
2021.0,11.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,13.0
2021.0,12.0,By Month,Alabama,Malignant neoplasms,Malignant neoplasms,All Ages,11.0,11.0
2020.0,4.0,By Month,Alabama,Diabetes,Diabetes,All Ages,39.0,39.0
2020.0,5.0,By Month,Alabama,Diabetes,Diabetes,All Ages,47.0,47.0
2020.0,6.0,By Month,Alabama,Diabetes,Diabetes,All Ages,42.0,42.0
2020.0,7.0,By Month,Alabama,Diabetes,Diabetes,All Ages,95.0,95.0
2020.0,8.0,By Month,Alabama,Diabetes,Diabetes,All Ages,110.0,110.0
2020.0,9.0,By Month,Alabama,Diabetes,Diabetes,All Ages,68.0,68.0
2020.0,10.0,By Month,Alabama,Diabetes,Diabetes,All Ages,58.0,58.0
2020.0,11.0,By Month,Alabama,Diabetes,Diabetes,All Ages,79.0,80.0
2020.0,12.0,By Month,Alabama,Diabetes,Diabetes,All Ages,147.0,147.0
2021.0,1.0,By Month,Alabama,Diabetes,Diabetes,All Ages,251.0,258.0
2021.0,2.0,By Month,Alabama,Diabetes,Diabetes,All Ages,111.0,112.0
2021.0,3.0,By Month,Alabama,Diabetes,Diabetes,All Ages,46.0,46.0
2021.0,4.0,By Month,Alabama,Diabetes,Diabetes,All Ages,23.0,23.0
2021.0,5.0,By Month,Alabama,Diabetes,Diabetes,All Ages,32.0,33.0
2021.0,6.0,By Month,Alabama,Diabetes,Diabetes,All Ages,11.0,11.0
2021.0,7.0,By Month,Alabama,Diabetes,Diabetes,All Ages,21.0,21.0
2021.0,8.0,By Month,Alabama,Diabetes,Diabetes,All Ages,153.0,153.0
2021.0,9.0,By Month,Alabama,Diabetes,Diabetes,All Ages,187.0,190.0
2021.0,10.0,By Month,Alabama,Diabetes,Diabetes,All Ages,84.0,84.0
2021.0,11.0,By Month,Alabama,Diabetes,Diabetes,All Ages,28.0,29.0
2021.0,12.0,By Month,Alabama,Diabetes,Diabetes,All Ages,38.0,38.0
2020.0,1.0,By Month,Alabama,Obesity,Obesity,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Obesity,Obesity,All Ages,0.0,0.0
2020.0,3.0,By Month,Alabama,Obesity,Obesity,All Ages,0.0,0.0
2020.0,7.0,By Month,Alabama,Obesity,Obesity,All Ages,26.0,26.0
2020.0,8.0,By Month,Alabama,Obesity,Obesity,All Ages,30.0,30.0
2020.0,9.0,By Month,Alabama,Obesity,Obesity,All Ages,16.0,16.0
2020.0,10.0,By Month,Alabama,Obesity,Obesity,All Ages,10.0,10.0
2020.0,11.0,By Month,Alabama,Obesity,Obesity,All Ages,13.0,13.0
2020.0,12.0,By Month,Alabama,Obesity,Obesity,All Ages,48.0,48.0
2021.0,1.0,By Month,Alabama,Obesity,Obesity,All Ages,61.0,61.0
2021.0,2.0,By Month,Alabama,Obesity,Obesity,All Ages,19.0,19.0
2021.0,5.0,By Month,Alabama,Obesity,Obesity,All Ages,10.0,10.0
2021.0,7.0,By Month,Alabama,Obesity,Obesity,All Ages,14.0,14.0
2021.0,8.0,By Month,Alabama,Obesity,Obesity,All Ages,71.0,71.0
2021.0,9.0,By Month,Alabama,Obesity,Obesity,All Ages,81.0,81.0
2021.0,10.0,By Month,Alabama,Obesity,Obesity,All Ages,31.0,31.0
2021.0,12.0,By Month,Alabama,Obesity,Obesity,All Ages,13.0,13.0
2020.0,1.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,4.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,15.0,15.0
2020.0,5.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,18.0,18.0
2020.0,7.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,44.0,44.0
2020.0,8.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,31.0,31.0
2020.0,9.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,16.0,16.0
2020.0,10.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,17.0,17.0
2020.0,11.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,14.0,14.0
2020.0,12.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,40.0,40.0
2021.0,1.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,41.0,41.0
2021.0,2.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,18.0,18.0
2021.0,4.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,12.0,12.0
2021.0,8.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,13.0,13.0
2021.0,9.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,16.0,16.0
2021.0,10.0,By Month,Alabama,Alzheimer disease,Alzheimer disease,All Ages,12.0,12.0
2020.0,1.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,4.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,31.0,31.0
2020.0,5.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,50.0,50.0
2020.0,6.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,35.0,35.0
2020.0,7.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,68.0,68.0
2020.0,8.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,71.0,71.0
2020.0,9.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,65.0,65.0
2020.0,10.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,39.0,39.0
2020.0,11.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,38.0,38.0
2020.0,12.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,94.0,94.0
2021.0,1.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,108.0,108.0
2021.0,2.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,42.0,42.0
2021.0,3.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,22.0,22.0
2021.0,8.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,30.0,30.0
2021.0,9.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,33.0,33.0
2021.0,10.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,12.0,12.0
2021.0,11.0,By Month,Alabama,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,10.0,10.0
2020.0,1.0,By Month,Alabama,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,4.0,By Month,Alabama,Renal failure,Renal failure,All Ages,28.0,28.0
2020.0,5.0,By Month,Alabama,Renal failure,Renal failure,All Ages,47.0,48.0
2020.0,6.0,By Month,Alabama,Renal failure,Renal failure,All Ages,38.0,38.0
2020.0,7.0,By Month,Alabama,Renal failure,Renal failure,All Ages,96.0,96.0
2020.0,8.0,By Month,Alabama,Renal failure,Renal failure,All Ages,82.0,84.0
2020.0,9.0,By Month,Alabama,Renal failure,Renal failure,All Ages,57.0,58.0
2020.0,10.0,By Month,Alabama,Renal failure,Renal failure,All Ages,48.0,49.0
2020.0,11.0,By Month,Alabama,Renal failure,Renal failure,All Ages,92.0,96.0
2020.0,12.0,By Month,Alabama,Renal failure,Renal failure,All Ages,176.0,187.0
2021.0,1.0,By Month,Alabama,Renal failure,Renal failure,All Ages,281.0,293.0
2021.0,2.0,By Month,Alabama,Renal failure,Renal failure,All Ages,110.0,115.0
2021.0,3.0,By Month,Alabama,Renal failure,Renal failure,All Ages,46.0,47.0
2021.0,4.0,By Month,Alabama,Renal failure,Renal failure,All Ages,28.0,30.0
2021.0,5.0,By Month,Alabama,Renal failure,Renal failure,All Ages,22.0,23.0
2021.0,6.0,By Month,Alabama,Renal failure,Renal failure,All Ages,13.0,14.0
2021.0,7.0,By Month,Alabama,Renal failure,Renal failure,All Ages,25.0,25.0
2021.0,8.0,By Month,Alabama,Renal failure,Renal failure,All Ages,167.0,169.0
2021.0,9.0,By Month,Alabama,Renal failure,Renal failure,All Ages,216.0,223.0
2021.0,10.0,By Month,Alabama,Renal failure,Renal failure,All Ages,97.0,99.0
2021.0,11.0,By Month,Alabama,Renal failure,Renal failure,All Ages,33.0,35.0
2021.0,12.0,By Month,Alabama,Renal failure,Renal failure,All Ages,30.0,30.0
2020.0,1.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,9.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,11.0,18.0
2020.0,12.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,16.0,32.0
2021.0,1.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,44.0,78.0
2021.0,2.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,14.0,27.0
2021.0,8.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,23.0,37.0
2021.0,9.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,19.0,31.0
2021.0,10.0,By Month,Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,16.0,24.0
2020.0,1.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,2.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,3.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,15.0,22.0
2020.0,4.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,109.0,170.0
2020.0,5.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,136.0,183.0
2020.0,6.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,122.0,175.0
2020.0,7.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,293.0,437.0
2020.0,8.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,306.0,445.0
2020.0,9.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,202.0,303.0
2020.0,10.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,208.0,292.0
2020.0,11.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,251.0,336.0
2020.0,12.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,545.0,800.0
2021.0,1.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,816.0,1205.0
2021.0,2.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,327.0,500.0
2021.0,3.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,158.0,256.0
2021.0,4.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,84.0,122.0
2021.0,5.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,85.0,123.0
2021.0,6.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,47.0,57.0
2021.0,7.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,89.0,129.0
2021.0,8.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,477.0,683.0
2021.0,9.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,657.0,938.0
2021.0,10.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,307.0,459.0
2021.0,11.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,122.0,198.0
2021.0,12.0,By Month,Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,110.0,174.0
2020.0,3.0,By Month,Alabama,COVID-19,COVID-19,All Ages,48.0,48.0
2020.0,4.0,By Month,Alabama,COVID-19,COVID-19,All Ages,339.0,339.0
2020.0,5.0,By Month,Alabama,COVID-19,COVID-19,All Ages,430.0,430.0
2020.0,6.0,By Month,Alabama,COVID-19,COVID-19,All Ages,399.0,399.0
2020.0,7.0,By Month,Alabama,COVID-19,COVID-19,All Ages,879.0,879.0
2020.0,8.0,By Month,Alabama,COVID-19,COVID-19,All Ages,964.0,964.0
2020.0,9.0,By Month,Alabama,COVID-19,COVID-19,All Ages,568.0,568.0
2020.0,10.0,By Month,Alabama,COVID-19,COVID-19,All Ages,560.0,560.0
2020.0,11.0,By Month,Alabama,COVID-19,COVID-19,All Ages,768.0,768.0
2020.0,12.0,By Month,Alabama,COVID-19,COVID-19,All Ages,1749.0,1749.0
2021.0,1.0,By Month,Alabama,COVID-19,COVID-19,All Ages,2415.0,2415.0
2021.0,2.0,By Month,Alabama,COVID-19,COVID-19,All Ages,970.0,970.0
2021.0,3.0,By Month,Alabama,COVID-19,COVID-19,All Ages,393.0,393.0
2021.0,4.0,By Month,Alabama,COVID-19,COVID-19,All Ages,216.0,216.0
2021.0,5.0,By Month,Alabama,COVID-19,COVID-19,All Ages,212.0,212.0
2021.0,6.0,By Month,Alabama,COVID-19,COVID-19,All Ages,132.0,132.0
2021.0,7.0,By Month,Alabama,COVID-19,COVID-19,All Ages,261.0,261.0
2021.0,8.0,By Month,Alabama,COVID-19,COVID-19,All Ages,1682.0,1682.0
2021.0,9.0,By Month,Alabama,COVID-19,COVID-19,All Ages,1978.0,1978.0
2021.0,10.0,By Month,Alabama,COVID-19,COVID-19,All Ages,844.0,844.0
2021.0,11.0,By Month,Alabama,COVID-19,COVID-19,All Ages,299.0,299.0
2021.0,12.0,By Month,Alabama,COVID-19,COVID-19,All Ages,317.0,317.0
2020.0,1.0,By Month,Alaska,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,2.0,By Month,Alaska,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,5.0,By Month,Alaska,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
